0,000000	2,524330e+00
0,033333	2,503608e+00
0,066667	2,482905e+00
0,100000	2,462218e+00
0,133333	2,441547e+00
0,166667	2,420891e+00
0,200000	2,400248e+00
0,233333	2,379618e+00
0,266667	2,358998e+00
0,300000	2,338389e+00
0,333333	2,317788e+00
0,366667	2,297194e+00
0,400000	2,276605e+00
0,433333	2,256021e+00
0,466667	2,235440e+00
0,500000	2,214860e+00
0,533333	2,194280e+00
0,566667	2,173698e+00
0,600000	2,153112e+00
0,633333	2,132522e+00
0,666667	2,111924e+00
0,700000	2,091317e+00
0,733333	2,070700e+00
0,766667	2,050070e+00
0,800000	2,029426e+00
0,833333	2,008765e+00
0,866667	1,988086e+00
0,900000	1,967385e+00
0,933333	1,946662e+00
0,966667	1,925913e+00
1,000000	1,905136e+00
