0,000000	5,005569e-08
0,033333	4,191860e-08
0,066667	3,541408e-08
0,100000	3,046270e-08
0,133333	2,675314e-08
0,166667	2,392986e-08
0,200000	2,170869e-08
0,233333	1,989413e-08
0,266667	1,835851e-08
0,300000	1,701897e-08
0,333333	1,582090e-08
0,366667	1,472750e-08
0,400000	1,371334e-08
0,433333	1,276044e-08
0,466667	1,185575e-08
0,500000	1,098964e-08
0,533333	1,015487e-08
0,566667	9,345883e-09
0,600000	8,558352e-09
0,633333	7,788873e-09
0,666667	7,034727e-09
0,700000	6,293718e-09
0,733333	5,564054e-09
0,766667	4,844260e-09
0,800000	4,133110e-09
0,833333	3,429578e-09
0,866667	2,732799e-09
0,900000	2,042036e-09
0,933333	1,356663e-09
0,966667	6,761399e-10
1,000000	1,244282e-32
