0,000000	1,373505e-35
0,033333	1,057652e-01
0,066667	2,187476e-01
0,100000	3,280742e-01
0,133333	4,257103e-01
0,166667	5,088224e-01
0,200000	5,781124e-01
0,233333	6,356349e-01
0,266667	6,835925e-01
0,300000	7,238977e-01
0,333333	7,580899e-01
0,366667	7,873728e-01
0,400000	8,126801e-01
0,433333	8,347375e-01
0,466667	8,541125e-01
0,500000	8,712526e-01
0,533333	8,865140e-01
0,566667	9,001830e-01
0,600000	9,124918e-01
0,633333	9,236303e-01
0,666667	9,337551e-01
0,700000	9,429967e-01
0,733333	9,514641e-01
0,766667	9,592495e-01
0,800000	9,664310e-01
0,833333	9,730754e-01
0,866667	9,792401e-01
0,900000	9,849746e-01
0,933333	9,903218e-01
0,966667	9,953194e-01
1,000000	1,000000e+00
