0,001605	-24,207096
0,001580	-23,765579
0,001555	-23,337888
0,001531	-22,923390
0,001508	-22,521487
0,001486	-22,131626
0,001464	-21,753272
0,001443	-21,385932
0,001422	-21,029128
0,001403	-20,682580
0,001383	-20,345418
0,001364	-20,019001
0,001346	-19,701711
0,001328	-19,389758
0,001311	-19,086663
0,001294	-18,792561
0,001277	-18,506068
0,001261	-18,226767
0,001245	-17,955958
0,001230	-17,689454
0,001215	-17,430394
0,001200	-17,178215
0,001186	-16,931387
0,001172	-16,690780
0,001159	-15,202848
0,001145	-16,227238
0,001133	-16,002105
0,001120	-15,782968
0,001107	-15,568747
0,001095	-15,359275
0,001083	-15,156943
