0,001083	6,671331
0,001072	6,680955
0,001060	6,690047
0,001049	6,699004
0,001038	6,707650
0,001028	6,716018
0,001017	6,724215
0,001007	6,732093
0,000997	6,739751
0,000987	6,747222
0,000978	6,754578
0,000968	6,761754
0,000959	6,453963
0,000950	6,425196
0,000941	6,406741
0,000932	6,789143
0,000923	6,370383
0,000915	6,801976
0,000907	6,336386
0,000898	6,814523
0,000890	6,820396
0,000883	6,291877
0,000875	6,832179
0,000867	6,274543
0,000860	6,253212
0,000853	6,847688
0,000845	6,231226
0,000838	6,857623
0,000831	6,208685
0,000824	6,861600
0,000818	6,187124
