0,001083	-13,369854
0,001072	-13,476617
0,001060	-13,582525
0,001049	-13,686211
0,001038	-13,788367
0,001028	-13,888943
0,001017	-13,987648
0,001007	-14,085026
0,000997	-14,180779
0,000987	-14,274931
0,000978	-14,367222
0,000968	-14,457971
0,000959	-15,174820
0,000950	-15,348957
0,000941	-15,470853
0,000932	-14,804854
0,000923	-15,738428
0,000915	-14,969339
0,000907	-15,996903
0,000898	-15,127697
0,000890	-15,205262
0,000883	-16,353749
0,000875	-15,355680
0,000867	-16,645716
0,000860	-16,690873
0,000853	-15,574569
0,000845	-16,897038
0,000838	-15,714335
0,000831	-17,126330
0,000824	-15,860747
0,000818	-17,304097
