0,001605	-26,908183
0,001580	-26,505821
0,001555	-26,116008
0,001531	-25,738168
0,001508	-25,371755
0,001486	-25,016275
0,001464	-24,671234
0,001443	-24,336188
0,001422	-24,010692
0,001403	-23,694672
0,001383	-23,386841
0,001364	-23,090349
0,001346	-22,802369
0,001328	-22,515708
0,001311	-22,237771
0,001294	-21,969179
0,001277	-21,707493
0,001261	-21,452191
0,001245	-21,206169
0,001230	-20,961338
0,001215	-20,724245
0,001200	-20,494019
0,001186	-20,267848
0,001172	-20,047699
0,001159	-12,763446
0,001145	-19,624372
0,001133	-19,417212
0,001120	-19,216455
0,001107	-19,020128
0,001095	-18,828073
0,001083	-18,645240
