0,001605	5,173679
0,001580	5,184196
0,001555	5,194548
0,001531	5,204741
0,001508	5,214767
0,001486	5,224669
0,001464	5,234413
0,001443	5,244018
0,001422	5,253435
0,001403	5,262825
0,001383	5,271937
0,001364	5,281128
0,001346	5,289915
0,001328	5,298964
0,001311	5,307721
0,001294	5,316377
0,001277	5,324939
0,001261	5,332631
0,001245	5,340790
0,001230	5,350135
0,001215	5,356703
0,001200	5,366613
0,001186	5,372040
0,001172	5,379471
0,001159	4,473731
0,001145	5,399241
0,001133	5,400674
0,001120	5,407322
0,001107	5,413724
0,001095	5,419855
0,001083	5,440978
