0,000000	1,854130e-07
0,033333	1,792265e-07
0,066667	1,730414e-07
0,100000	1,668575e-07
0,133333	1,606748e-07
0,166667	1,544932e-07
0,200000	1,483125e-07
0,233333	1,421328e-07
0,266667	1,359539e-07
0,300000	1,297757e-07
0,333333	1,235981e-07
0,366667	1,174210e-07
0,400000	1,112444e-07
0,433333	1,050680e-07
0,466667	9,889188e-08
0,500000	9,271585e-08
0,533333	8,653980e-08
0,566667	8,036360e-08
0,600000	7,418716e-08
0,633333	6,801033e-08
0,666667	6,183298e-08
0,700000	5,565500e-08
0,733333	4,947623e-08
0,766667	4,329654e-08
0,800000	3,711578e-08
0,833333	3,093380e-08
0,866667	2,475045e-08
0,900000	1,856557e-08
0,933333	1,237898e-08
0,966667	6,190515e-09
1,000000	-4,739310e-38
