0,000000	-2,755056e-50
0,033333	4,957902e-09
0,066667	9,915803e-09
0,100000	1,487370e-08
0,133333	1,983161e-08
0,166667	2,478951e-08
0,200000	2,974741e-08
0,233333	3,470531e-08
0,266667	3,966321e-08
0,300000	4,462111e-08
0,333333	4,957901e-08
0,366667	5,453692e-08
0,400000	5,949482e-08
0,433333	6,445272e-08
0,466667	6,941062e-08
0,500000	7,436852e-08
0,533333	7,932642e-08
0,566667	8,428432e-08
0,600000	8,924223e-08
0,633333	9,420013e-08
0,666667	9,915803e-08
0,700000	1,041159e-07
0,733333	1,090738e-07
0,766667	1,140317e-07
0,800000	1,189896e-07
0,833333	1,239475e-07
0,866667	1,289054e-07
0,900000	1,338633e-07
0,933333	1,388212e-07
0,966667	1,437791e-07
1,000000	1,487370e-07
