0,000000	0,000000e+00
0,033333	2,691814e-02
0,066667	5,419739e-02
0,100000	8,184451e-02
0,133333	1,098665e-01
0,166667	1,382705e-01
0,200000	1,670640e-01
0,233333	1,962547e-01
0,266667	2,258505e-01
0,300000	2,558597e-01
0,333333	2,862908e-01
0,366667	3,171527e-01
0,400000	3,484544e-01
0,433333	3,802055e-01
0,466667	4,124159e-01
0,500000	4,450956e-01
0,533333	4,782555e-01
0,566667	5,119064e-01
0,600000	5,460599e-01
0,633333	5,807278e-01
0,666667	6,159228e-01
0,700000	6,516575e-01
0,733333	6,879457e-01
0,766667	7,248013e-01
0,800000	7,622390e-01
0,833333	8,002742e-01
0,866667	8,389229e-01
0,900000	8,782018e-01
0,933333	9,181286e-01
0,966667	9,587216e-01
1,000000	1,000000e+00
